ID,Dt_Customer,Year_Birth,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumStorePurchases,NumWebVisitsMonth,Education_2n Cycle,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Marital_Status_Absurd,Marital_Status_Alone,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Marital_Status_Widow,Marital_Status_YOLO,Kidhome_0,Kidhome_1,Kidhome_2,Teenhome_0,Teenhome_1,Teenhome_2,AcceptedCmp3_0,AcceptedCmp3_1,AcceptedCmp4_0,AcceptedCmp4_1,AcceptedCmp5_0,AcceptedCmp5_1,AcceptedCmp1_0,AcceptedCmp1_1,AcceptedCmp2_0,AcceptedCmp2_1,Complain_0,Complain_1,Z_CostContact_3,Z_Revenue_11,Response_0,Response_1
5067,14/02/2014,0.980582524,0.1179121,0.111111111,0.647019424,0.130653266,0.163478261,0.200772201,0.098859316,0.071823204,0.066666667,0.074074074,0.846153846,0.25,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,1,1,0
4216,22/02/2013,0.854368932,0.134351276,0.333333333,0.550569324,0.572864322,0.062608696,0.691119691,0.520912548,0.314917127,0.066666667,0.259259259,0.692307692,0.15,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1
8581,05/03/2013,0.757281553,0.07184902,0.04040404,0.404554588,0,0.057971014,0.073359073,0,0.077348066,0.6,0.37037037,0.615384615,0.4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
5929,06/05/2014,0.776699029,0.053645764,0.141414141,0.012726055,0.015075377,0.011014493,0.011583012,0.003802281,0.008287293,0.133333333,0.074074074,0.230769231,0.35,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
3129,22/05/2014,0.873786408,0.042659745,0.303030303,0.003348962,0.015075377,0.006376812,0.046332046,0.019011407,0.024861878,0.066666667,0.074074074,0.230769231,0.3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
6528,05/06/2014,0.86407767,0.025208441,0.757575758,0.001339585,0.010050251,0.00115942,0.007722008,0.003802281,0.002762431,0.066666667,0.037037037,0.153846154,0.4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
1361,04/06/2013,0.786407767,0.121596665,0.262626263,0.720696584,0.341708543,0.059710145,0.111969112,0.346007605,0.187845304,0.066666667,0.111111111,0.615384615,0.05,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,1
6932,13/04/2013,0.466019417,0.137301936,0.777777778,0.860683188,0.211055276,0.415072464,0.212355212,0,0.05801105,0,0.259259259,0.384615385,0.1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,1,1,0
7284,04/12/2013,0.582524272,0.070617323,0.080808081,0.006697924,0,0.004057971,0.007722008,0,0.002762431,0.066666667,0.037037037,0.153846154,0.4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
1340,24/04/2014,0.902912621,0.137125979,0.424242424,0.369055593,0.688442211,0.459130435,0.691119691,0.391634981,0.091160221,0.066666667,0.222222222,1,0.05,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,1,0
8746,05/04/2014,0.932038835,0.110842246,0.282828283,0.535833891,0,0.172173913,0,0.129277567,0.157458564,0.133333333,0.074074074,0.769230769,0.3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0
5987,04/05/2014,0.932038835,0.013044864,0.525252525,0.001339585,0.010050251,0.006376812,0.038610039,0.022813688,0.033149171,0.133333333,0.037037037,0.307692308,0.25,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
3767,25/04/2013,0.72815534,0.089608624,0.01010101,0.253181514,0,0.109565217,0.374517375,0.653992395,0.475138122,0.133333333,0.185185185,0.923076923,0.15,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
3725,09/05/2013,0.660194175,0.12502707,0.01010101,0.835900871,0.08040201,0.202318841,0.166023166,0.060836502,0.044198895,0.066666667,0.074074074,0.692307692,0.2,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,1,0,1
4324,29/10/2012,0.932038835,0.06114423,0.424242424,0.157401206,0,0.136231884,0.073359073,0.015209125,0.527624309,0.333333333,0.296296296,0.538461538,0.4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
238,23/01/2013,0.718446602,0.098624529,0.767676768,0.344943068,0.236180905,0.104927536,0.575289575,0.36121673,0.262430939,1,0.333333333,0.692307692,0.35,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
6694,25/11/2013,0.689320388,0.110545977,0.272727273,0.293369056,0.331658291,0.231884058,0.046332046,0.144486692,0.314917127,0.066666667,0.296296296,1,0.2,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
498,02/02/2014,0.747572816,0.042537928,0.282828283,0.016744809,0,0.012753623,0.007722008,0.011406844,0.013812155,0.133333333,0.037037037,0.307692308,0.25,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
9347,21/06/2013,0.611650485,0.074011634,0.494949495,0.020763563,0,0.004057971,0.007722008,0,0.016574586,0.066666667,0.037037037,0.230769231,0.25,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
9699,21/12/2013,0.708737864,0.098568885,0.121212121,0.239115874,0.175879397,0.157101449,0.108108108,0.106463878,0.038674033,0.2,0.222222222,0.923076923,0.25,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
10664,07/09/2013,0.54368932,0.074892922,0.141414141,0.267916946,0.020100503,0.020289855,0.023166023,0,0.060773481,0.133333333,0.333333333,0.384615385,0.4,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
5455,22/08/2013,0.757281553,0.045539721,0.898989899,0.066309444,0,0.008695652,0.007722008,0.003802281,0.013812155,0.2,0.074074074,0.307692308,0.35,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
456,07/02/2013,0.902912621,0.008677527,0.96969697,0.000669792,0.055276382,0.002898551,0.015444015,0.022813688,0.024861878,0.133333333,0.074074074,0.230769231,0.4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
5012,04/07/2013,0.932038835,0.040546759,0.565656566,0.003348962,0.020100503,0.007536232,0.030888031,0,0.011049724,0.066666667,0.037037037,0.230769231,0.4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
7495,20/12/2013,0.533980583,0.081952248,0.727272727,0.051574012,0.140703518,0.017971014,0.061776062,0,0.011049724,0.133333333,0.074074074,0.384615385,0.2,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
5029,06/08/2013,0.514563107,0.024618911,0.141414141,0.002009377,0.005025126,0.00115942,0.015444015,0.011406844,0.002762431,0.066666667,0,0.230769231,0.25,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
10642,30/12/2012,0.932038835,0.042934959,0.131313131,0.006697924,0.020100503,0.008115942,0.015444015,0.015209125,0.002762431,0.066666667,0.037037037,0.230769231,0.4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
2106,17/03/2014,0.786407767,0.027671836,1,0,0.030150754,0.00173913,0.027027027,0.022813688,0.033149171,0.066666667,0.037037037,0.230769231,0.4,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
10364,13/07/2013,0.640776699,0.032431693,0.727272727,0,0,0.00057971,0.007722008,0.045627376,0.013812155,0.066666667,0.037037037,0.153846154,0.4,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
5954,09/10/2013,0.766990291,0.061491632,0.929292929,0.05090422,0.070351759,0.042898551,0.05019305,0.019011407,0.027624309,0.133333333,0.185185185,0.307692308,0.4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
1137,29/12/2013,0.689320388,0.119584441,0.878787879,0.266577361,0.954773869,0.311304348,0.235521236,0.593155894,0.102209945,0.066666667,0.148148148,0.538461538,0.05,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,1,1,0
2541,09/06/2013,0.805825243,0.033532551,0.070707071,0.009377093,0.035175879,0.006376812,0.042471042,0,0.013812155,0.133333333,0.074074074,0.230769231,0.4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
1142,22/12/2013,0.582524272,0.081176234,0.919191919,0.139316812,0.035175879,0.047536232,0.115830116,0.25095057,0.096685083,0.133333333,0.111111111,0.692307692,0.15,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
2276,02/05/2013,0.601941748,0.084563026,0.717171717,0.288010717,0.08040201,0.186666667,0.166023166,0.091254753,0.091160221,0.333333333,0.148148148,0.846153846,0.15,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
2807,16/02/2013,0.737864078,0.082813985,0.242424242,0.439383791,0.190954774,0.093333333,0.239382239,0.178707224,0.102209945,0.2,0.296296296,0.538461538,0.35,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
6471,17/10/2013,0.757281553,0.051884693,0.171717172,0.009377093,0.010050251,0.017391304,0.030888031,0.007604563,0.008287293,0.066666667,0.074074074,0.307692308,0.25,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
6131,01/12/2013,0.844660194,0.103918272,0.878787879,0.094440723,0.351758794,0.061449275,0.277992278,0.072243346,0.063535912,0.133333333,0.148148148,0.615384615,0.15,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
6233,07/09/2012,0.805825243,0.096642384,0.212121212,0.339584729,0.095477387,0.211014493,0.096525097,0.178707224,0.024861878,0.2,0.333333333,0.769230769,0.35,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
4148,20/08/2012,0.766990291,0.05603246,0.909090909,0.109845948,0.120603015,0.059710145,0.046332046,0.011406844,0.116022099,0.466666667,0.185185185,0.461538462,0.4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
4947,15/09/2012,0.708737864,0.132105947,0.444444444,0.405894173,0.120603015,0.564637681,0.760617761,0.737642586,0.17679558,0.066666667,0.259259259,0.692307692,0.2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,1,0,1
3225,01/04/2013,0.883495146,0.060873528,0.717171717,0.077695914,0.055276382,0.04173913,0.011583012,0.064638783,0.127071823,0.266666667,0.148148148,0.384615385,0.3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,1
7540,25/05/2014,0.572815534,0.073044624,0.525252525,0.095780308,0.075376884,0.034782609,0.092664093,0.087452471,0.013812155,0.133333333,0.074074074,0.615384615,0.1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
10648,25/09/2012,0.86407767,0.097654511,0.787878788,0.266577361,0.48241206,0.259130435,0.849420849,0.365019011,0.08839779,0.066666667,0.185185185,0.461538462,0.15,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
1992,01/01/2014,0.689320388,0.088530325,0.02020202,0.349631614,0,0.148985507,0.123552124,0.060836502,0.182320442,0.266666667,0.074074074,0.615384615,0.35,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1
7851,22/09/2013,0.54368932,0.102919679,0.606060606,0.107836571,0,0.146666667,0.768339768,0.726235741,0.337016575,0.066666667,0.111111111,0.846153846,0.05,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
8594,28/01/2014,0.631067961,0.073375483,0.252525253,0.075016745,0,0.003478261,0.007722008,0.003802281,0.038674033,0.133333333,0.111111111,0.230769231,0.3,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
7059,26/06/2014,0.67961165,0.117897061,0.474747475,0.323509712,0.422110553,0.230724638,0.791505792,0.319391635,0.665745856,0.066666667,0.111111111,0.615384615,0.05,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,1,1,0
2815,24/02/2014,0.796116505,0.047302297,0.464646465,0.004688547,0.025125628,0.022608696,0.065637066,0.057034221,0.102209945,0.133333333,0.148148148,0.230769231,0.35,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
2416,03/03/2014,0.737864078,0.097531191,0.838383838,0.528466175,0.125628141,0.243478261,0.061776062,0.144486692,0,0.066666667,0.074074074,0.692307692,0.05,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
7999,23/04/2013,0.601941748,0.110583575,0.171717172,0.829872739,0.085427136,0.23942029,0.088803089,0.129277567,0.046961326,0.066666667,0.185185185,0.384615385,0.1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,1
9213,31/10/2012,0.747572816,0.04534271,0.131313131,0.002679169,0.005025126,0.002898551,0.007722008,0,0.008287293,0.066666667,0.037037037,0.153846154,0.4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
9697,06/03/2014,0.563106796,0.078293249,0.868686869,0.224380442,0.211055276,0.073623188,0.108108108,0.019011407,0.013812155,0.2,0.259259259,0.615384615,0.3,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
3916,15/08/2012,0.757281553,0.071494099,0.929292929,0.427997321,0.040201005,0.096231884,0.042471042,0.030418251,0.160220994,0.2,0.259259259,0.923076923,0.35,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
2021,27/03/2013,0.796116505,0.089822178,0.474747475,0.377093101,0.381909548,0.222608696,0.324324324,0.730038023,0.245856354,0.266666667,0.222222222,1,0.2,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
1581,10/10/2013,0.844660194,0.053653284,0.181818182,0.001339585,0,0.004637681,0.007722008,0.007604563,0.008287293,0.066666667,0.037037037,0.153846154,0.4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1
564,04/08/2012,0.854368932,0.083026036,0.818181818,0.499665104,0.040201005,0.072463768,0.042471042,0.030418251,0.022099448,0.466666667,0.296296296,0.692307692,0.3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,1
6619,02/01/2013,0.825242718,0.055170723,0.919191919,0.014735432,0.005025126,0.007536232,0.015444015,0,0.011049724,0.133333333,0.037037037,0.230769231,0.35,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
9081,18/05/2014,0.922330097,0.028255351,0.585858586,0.002679169,0.005025126,0.003478261,0.015444015,0.003802281,0.024861878,0.066666667,0.037037037,0.153846154,0.25,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
178,18/02/2013,0.611650485,0.091396766,0.404040404,0.32016075,0,0.111884058,0.424710425,0.285171103,0.32320442,0.266666667,0.296296296,0.846153846,0.25,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
916,09/05/2014,0.766990291,0.06002683,0.676767677,0.013395847,0.015075377,0.002318841,0.007722008,0,0.005524862,0.133333333,0.037037037,0.230769231,0.15,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
5512,23/05/2014,0.815533981,0.081379261,0.191919192,0.302076356,0,0.022608696,0,0.015209125,0.066298343,0.066666667,0.259259259,0.615384615,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
8970,23/10/2012,0.766990291,0.090655341,0.939393939,0.248492967,0.110552764,0.022608696,0.023166023,0,0.254143646,0.266666667,0.222222222,0.538461538,0.25,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
10581,31/10/2012,0.815533981,0.059244799,0.414141414,0.188211654,0.035175879,0.048695652,0.057915058,0,0.328729282,0.466666667,0.259259259,0.307692308,0.4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
5300,30/12/2013,0.776699029,0.055991855,0.606060606,0.012726055,0.035175879,0.011014493,0,0.003802281,0.066298343,0.066666667,0.074074074,0.153846154,0.35,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
5154,11/08/2013,0.766990291,0.054185666,0.545454545,0.017414601,0.015075377,0.007536232,0.007722008,0.038022814,0,0.066666667,0.074074074,0.230769231,0.3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
8346,19/08/2012,0.786407767,0.045873588,0.262626263,0.092431346,0.075376884,0.020289855,0.096525097,0.041825095,0.198895028,0.133333333,0.222222222,0.153846154,0.45,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,1
1676,30/10/2013,0.796116505,0.062151846,0.303030303,0.142665774,0.010050251,0.025507246,0,0.007604563,0.013812155,0.266666667,0.148148148,0.384615385,0.25,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
9286,10/10/2012,0.650485437,0.122449379,0.939393939,0.272605492,0.140703518,0.057971014,0.463320463,0.281368821,0.049723757,0.066666667,0.185185185,0.307692308,0.15,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
2426,14/09/2012,0.689320388,0.115943489,0.353535354,0.323509712,0.371859296,0.066086957,0.652509653,0.140684411,0.049723757,0.066666667,0.185185185,1,0.15,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1
5172,14/11/2013,0.805825243,0.095308421,0.04040404,0.494306765,0,0.134492754,0.05019305,0.076045627,0.138121547,0.133333333,0.111111111,0.538461538,0.35,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
5562,26/06/2013,0.786407767,0.087772357,0.929292929,0.336235767,0.060301508,0.063188406,0.061776062,0.022813688,0.248618785,0.133333333,0.259259259,0.769230769,0.3,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
3436,26/01/2014,0.737864078,0.018520579,0.242424242,0.007367716,0,0.002898551,0.007722008,0.003802281,0.002762431,0.066666667,0.037037037,0.230769231,0.35,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
3921,28/10/2012,0.572815534,0.040194846,0.96969697,0.016075017,0.005025126,0.062608696,0.111969112,0.11026616,0.038674033,0.066666667,0.148148148,0.307692308,0.4,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
3403,24/09/2012,0.631067961,0.116134485,0.111111111,0.783657066,0.095477387,0.344347826,0.382239382,0.288973384,0.370165746,0.133333333,0.074074074,0.923076923,0.3,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
22,03/12/2012,0.805825243,0.067044046,1,0.123911587,0.010050251,0.051014493,0.057915058,0.019011407,0.038674033,0.133333333,0.222222222,0.384615385,0.4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
10965,22/02/2013,0.601941748,0.11170248,0.727272727,0.658405894,0.100502513,0.225507246,0.926640927,0.190114068,0.110497238,0.066666667,0.111111111,1,0.3,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0
9426,12/01/2013,0.689320388,0.085087888,0.777777778,0.462826524,0,0.04,0.038610039,0,0.359116022,0.266666667,0.074074074,0.230769231,0.4,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
6605,27/11/2013,0.495145631,0.08103637,0.858585859,0.337575352,0.065326633,0.075942029,0.030888031,0,0.071823204,0.066666667,0.333333333,0.461538462,0.35,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,1,1,0
3136,13/04/2013,0.669902913,0.086778276,0.888888889,0.21232418,0.125628141,0.153623188,0.096525097,0.072243346,0.033149171,0.2,0.185185185,0.846153846,0.25,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
8737,05/04/2014,0.825242718,0.080959671,0.222222222,0.019423979,0.005025126,0.005217391,0.007722008,0,0.005524862,0.066666667,0.074074074,0.230769231,0.15,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
11088,21/04/2013,0.757281553,0.115668275,0.838383838,0.935030141,0,0.186666667,0.177606178,0.133079848,0.046961326,0.066666667,0.148148148,0.307692308,0.3,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
716,22/05/2014,0.54368932,0.09952988,0.636363636,0.354320161,0,0.206376812,0.243243243,0.106463878,0,0.2,0.222222222,0.846153846,0.15,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
466,03/04/2013,0.495145631,0.095565588,0.090909091,0.259879437,0.070351759,0.126376812,0.351351351,0.053231939,0.05801105,0.066666667,0.148148148,1,0.1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
9135,06/08/2012,0.553398058,0.03830895,0.929292929,0.008707301,0.010050251,0.012173913,0.015444015,0,0.066298343,0.133333333,0.037037037,0.153846154,0.4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
10623,15/11/2013,0.660194175,0.070081933,0.02020202,0.018754186,0,0.002318841,0,0,0,0.066666667,0.037037037,0.230769231,0.25,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
8151,29/12/2012,0.941747573,0.033911534,0.060606061,0.010716678,0.180904523,0.012173913,0.077220077,0.235741445,0.298342541,0.066666667,0.148148148,0.230769231,0.4,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
5140,24/08/2012,0.893203883,0.094181996,0.666666667,0.701272605,0,0.08115942,0.258687259,0.144486692,0.422651934,0.133333333,0.148148148,0.923076923,0.4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
10160,21/06/2013,0.611650485,0.074011634,0.494949495,0.020763563,0,0.004057971,0.007722008,0,0.016574586,0.066666667,0.037037037,0.230769231,0.25,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
